internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
8004,Erethizon dorsatum,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,ERETHIZONTIDAE,Erethizon,dorsatum,,,,,"(Linnaeus, 1758)","There are several recognized subspecies including: <em>E. d. dorsatum</em> Linneaus, 1758 – Canada east of Yukon and British Columbia (except Labrador and Newfoundland) and NE and NC United States. <em>E. d. bruneri Swenk</em> 1916 – Great Plains east of the Rocky Mountains.<em> E. d. couesi</em> Mearns, 1897 – W Texas, New Mexico and C Arizona. <em>E. d. epixanthum </em>Brandt, 1835 – C Washington south into California, Idaho, Nevada, Utah, W Colorado, Wyoming and W Montana.<em> E. d. myops </em>Merriam, 1900 – most of Alaska and the Yukon Territory in Canada. <em>E. d. nigriscens</em> J. A. Allen, 1903 – British Columbia and N Washington State. <em>E. d. picinum</em> Bangs, 1900 – Labrador. Endemic to North America including in the Mexican states of Sonora, Chihuahua, and Sinaloa."
42462,Sciurus carolinensis,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,SCIURIDAE,Sciurus,carolinensis,,,,,"Gmelin, 1788",
39553,Glaucomys sabrinus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,SCIURIDAE,Glaucomys,sabrinus,,,,,"(Shaw, 1801)",This may be a species complex.
42455,Marmota broweri,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,SCIURIDAE,Marmota,broweri,,,,,"Hall &amp; Gilmore, 1934","<i>Marmota broweri</i> was regarded as a synonym or subspecies of <i>M. caligata</i>, the hoary marmot of western North America, in the past, but Jones <i>et al.</i> (1992) and Hoffman <i>et al.</i> (in Wilson and Reeder 1993) and Thorington and Hoffmann (in Wilson and Reeder 2005) recognized <i>M. broweri</i> and <i>M. caligata</i> as distinct species."
12828,Marmota vancouverensis,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,SCIURIDAE,Marmota,vancouverensis,,,,,"Swarth, 1911","<em>Marmota vancouverensis</em> formerly was regarded as a subspecies of <em>M. marmota</em> by some authors. It was recognized as a distinct species by Jones <em>et al</em> (1992), Hoffmann <em>et al.</em> (in Wilson and Reeder 1993), and Thorington and Hoffmann (in Wilson and Reeder 2005)."
20488,Urocitellus parryii,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,SCIURIDAE,Urocitellus,parryii,,,,,"Richardson, 1825",
42561,Urocitellus richardsonii,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,SCIURIDAE,Urocitellus,richardsonii,,,,,"Sabine, 1822","<em>Spermophilus elegans</em> formerly was included in this species (Zegers 1984). Several studies have demonstrated the specific distinctness of <em>S. elegans</em> and <em>S. richardsonii</em> (see Hoffmann <em>et al</em>., in Wilson and Reeder 1993).&#160;This species is now recognized under a new genus,&#160;<em>Urocitellus</em>&#160;(Helgen&#160;<em>et al.</em>&#160;2009)."
42562,Callospermophilus saturatus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,SCIURIDAE,Callospermophilus,saturatus,,,,,"Rhoads, 1895","Formerly considered a subspecies of <em>Spermophilus lateralis</em>, but elevated to species status by (Leung and Cheng 1994).&#160;This species is recognized under a new genus,&#160;<em>Callospermophilus&#160;</em>(Helgen&#160;<em>et al</em>. 2009)."
42564,Ictidomys tridecemlineatus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,SCIURIDAE,Ictidomys,tridecemlineatus,,,,,"Mitchill, 1821","This species is known to hybridize at several localities with <i>S. mexicanus</i> (see Thorington and Hoffmann, in Wilson and Reeder 2005)."
41787,Poliocitellus franklinii,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,SCIURIDAE,Poliocitellus,franklinii,,,,,"Sabine, 1822","This species is now recognized under a new genus,&#160;<em>Urocitellus</em>&#160;(Helgen&#160;<em>et al</em>. 2009).&#160;No subspecies are currently recognized. It is similar in appearance to&#160;<em>Urocitellus&#160;</em><em>richardsonii</em> and <em>Urocitellus columbianus</em>, but more slender than either of these species. In addition, <em>P. franklinii</em> has a shorter, less bushy tail than&#160;<em>Urocitellus</em><em>&#160;richardsonii</em> and speckled brownish gray pelage, unlike the rusty pelage of&#160;<em>Urocitellus</em><em>&#160;columbianus</em>. The skull of <em>P</em><em>. franklinii</em> is similar to that of <em>Sciurus carolinensis</em>, but <em>P</em><em>. franklinii</em> has narrower eye orbits and lacks prominent postorbital processes (Ostroff and Finck 2003). Available DNA sequence data (from the mitochondrial cytochrome b gene) place <em>P</em><em>. franklinii</em> closer to a clade composed of <em>Ictidomys tridecemlineatus</em> and <em>Xeros</em><em>permophilus</em><em>&#160;spilosoma.</em>"
42468,Callospermophilus lateralis,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,SCIURIDAE,Callospermophilus,lateralis,,,,,"Say, 1823",<i>Spermophilus saturatus</i> formerly was included in this species.
42466,Urocitellus columbianus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,SCIURIDAE,Urocitellus,columbianus,,,,,"Ord, 1815",
42577,Neotamias ruficaudus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,SCIURIDAE,Neotamias,ruficaudus,,,,,"(A.H. Howell, 1920)",
136779,Sorex maritimensis,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Sorex,maritimensis,,,,,"Smith, 1939","<i>Sorex maritimensis</i> was formerly included in <i>Sorex arcticus</i>; it was recognized as a distinct species by Stewart <i>et al.</i> (2002), Baker <i>et al.</i> (2003), and Hutterer (in Wilson and Reeder 2005)."
41396,Sorex fumeus,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Sorex,fumeus,,,,,"G.M. Miller, 1895",
136282,Sorex rohweri,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Sorex,rohweri,,,,,"Rausch, Feagin &amp; Rausch, 2007","Previously misidentified as <i>S. cinereus</i>, but now recognized as a distinct species based on numerous morphological characters by Rausch, Feagin and Rausch, 2007."
41475,Scapanus townsendii,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,TALPIDAE,Scapanus,townsendii,,,,,"(Bachman, 1839)",
6567,Dicrostonyx nunatakensis,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Dicrostonyx,nunatakensis,,,,,"Youngman, 1967","This species was previously recognized as a subspecies of <i>D. groenlandicus</i>. <i>Dicrostonyx</i> taxonomy is complex and not well resolved. The complex was regarded as part a single circumpolar species, <i>D. torquatus</i>, until the 1970s when karyological and breeding studies indicated the possible existence of a superspecies complex among North American <i>Dicrostonyx</i> (Rausch and Rausch, 1972; Rausch, 1977; see also Krohne, 1982). Former subspecies occurring in western Canada and Alaska were recognized as separate species based mainly on karyotypes (Rausch and Rausch, 1972; Rausch, 1977; Krohne, 1982; Honacki <i>et al</i>., 1982; Jones <i>et al</i>., 1986, 1992). Musser and Carleton (in Wilson and Reeder 2005) reviewed these and subsequent studies and recognized eight <i>Dicrostonyx</i> species, six of which (<i>groenlandicus, hudsonius, nelsoni, nunatakensis, richardsoni</i>, and <i>unalascensis</i>) occur in North America; this is the taxonomy adopted here. Baker <i>et al.</i> (2003) recognized <i>D. exsul, D. kilangmiutak</i>, and <i>D. rubricatus</i> as species, but Musser and Carleton recognized <i>exsul</i> as a synonym of <i>D. nelsoni</i>, and <i>kilangmiutak</i> and <i>rubricatus</i> were treated as synonyms of <i>D. groenlandicus</i>."
15324,Ondatra zibethicus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Ondatra,zibethicus,,,,,"(Linnaeus, 1766)",Will be transferred to family Cricetidae.
42630,Microtus montanus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Microtus,montanus,,,,,"(Peale, 1848)",Will be transferred to family Cricetidae.
42628,Microtus xanthognathus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Microtus,xanthognathus,,,,,"(Leach, 1815)",Will be transferred to family Cricetidae.
16672,Peromyscus maniculatus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Peromyscus,maniculatus,,,,,"(Wagner, 1845)",Will be transferred to family Cricetidae.
42638,Synaptomys borealis,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Synaptomys,borealis,,,,,"(Richardson, 1828)",Will be transferred to family Cricetidae.
21212,Sylvilagus transitionalis,ANIMALIA,CHORDATA,LAGOMORPHA,MAMMALIA,LEPORIDAE,Sylvilagus,transitionalis,,,,,"(Bangs, 1895)","Sylvilagus transitionalis may include S. obscurus as a subspecies (Litvaitis <em>et al.</em> 1997), but most contemporary assessments consider these species independent (Hoffmann and Smith 2005, Litvaitis <em>et al.</em> 2018)."
41257,Ochotona collaris,ANIMALIA,CHORDATA,LAGOMORPHA,MAMMALIA,OCHOTONIDAE,Ochotona,collaris,,,,,"(Nelson, 1893)",There are no recognized subspecies of <em>Ochotona collaris</em> (Hoffmann and Smith 2005).
41267,Ochotona princeps,ANIMALIA,CHORDATA,LAGOMORPHA,MAMMALIA,OCHOTONIDAE,Ochotona,princeps,,,,,"(Richardson, 1828)","Recent molecular phylogenetic studies based on allozyme electrophoresis and sequencing of both mitochondrial and nuclear genomes indicated the existence of five phylogenetic lineages within the American Pika (Galbreath <span style=""font-style: italic;"">et al. </span>2009, 2010; Hafner and Sullivan 1995). Correspondingly Hafner and Smith (2010) revised the subspecific taxonomy of the American Pika from 36 (Hall 1981, Smith and Weston 1990) to five subspecies: <br/><ul><li><span style=""font-style: italic;"">Ochotona p. princeps</span> (Richardson, 1828) - Northern Rocky Mountains lineage (includes the former subspecies <span style=""font-style: italic;"">clamosa, cuppes, figginsi, goldmani, howelli, lemhi, levis, lutescens, nevadensis, obscura, princeps, saturatus, saxatilis</span> (part), <span style=""font-style: italic;"">ventorum and wasatchensis</span>);</li><li><span style=""font-style: italic;"">Ochotona p. fenisex</span> Osgood, 1913 - Coast Mountain and Cascade Range lineage (includes former subspecies <span style=""font-style: italic;"">brooksi, brunnescens, fenisex, fumosa</span> and <span style=""font-style: italic;"">littoralis</span>);&#160;<span style=""font-style: italic;""></span></li><li><span style=""font-style: italic;"">Ochotona p. saxatilis</span> Bangs, 1899 - Southern Rocky Mountains lineage (includes former subspecies<span style=""font-style: italic;""> incana, lasalensis, nigrescens </span>and <span style=""font-style: italic;"">saxatilis</span> (part);</li><li><span style=""font-style: italic;"">Ochotona p. schisticeps</span> (Merriam, 1899) - Sierra Nevada and Great Basin lineage (includes former subspecies <span style=""font-style: italic;"">albata, cinnamomea, fuscipes, jewetti, muiri, schisticeps, sheltoni, taylori</span> and <span style=""font-style: italic;"">tutelata</span>); and&#160;<span style=""font-style: italic;""></span></li><li><span style=""font-style: italic;"">Ochotona p. uinta</span> Hollister, 1912 - Uinta Mountains and Wasatch Range of Central Utah lineage (includes former subspecies <span style=""font-style: italic;"">barnsei, moorei, uinta</span> and <span style=""font-style: italic;"">utahensis</span>).</li></ul>"
41273,Lepus americanus,ANIMALIA,CHORDATA,LAGOMORPHA,MAMMALIA,LEPORIDAE,Lepus,americanus,,,,,"Erxleben, 1777","<em>Lepus americanus</em> is taxonomically distinct from all North American <em>Lepus</em> and not known to currently hybridize with any species (but for evidence of adaptive historic hybridization with black-tailed jackrabbits see Cheng <em>et al.</em> 2014, Melo-Ferreira <em>et al.</em> 2014, Jones <em>et al</em>. 2018). For the most part, <em>L. americanus</em> is geographically isolated from congeneric species. <br/> <br/> There are currently 15 recognized subspecies: <em>Lepus americanus americanus, L. a. bairdii, L. a. cascadensis, L. a. columbiensis, L. a. dalli, L. a. klamathensis, L. a. oregonus, L. a. pallidus, L. a. phaeonotus, L. a. pineus, L. a. seclusus, L. a. struthopus, L. a. tahoensis, L. a. virginianus</em>, and <em>L. a. washingtonii</em> (Hall 1981)."
41274,Lepus arcticus,ANIMALIA,CHORDATA,LAGOMORPHA,MAMMALIA,LEPORIDAE,Lepus,arcticus,,,,,"Ross, 1819","The taxonomic status of the Arctic Hare remains unclear, with some authorities suggesting, based on cranial or other morphometric measurements, that they are conspecific with <em>Lepus othus</em>, and/or <em>L. timidus</em>. <em>L. othus</em> and <em>L. arcticus</em> also are known to share similar behavioural and ecological characteristics, but <em>L. othus</em> is geographically isolated and possesses different skull and incisor morphology from <em>L. arcticus</em>, and thus may warrant distinct taxonomic status. Wu <em>et al.</em> (2005) suggests that <em>L. arcticus</em> be included in <em>L. timidus</em> as ""a single circumpolar species,"" based on molecular phylogenetics. However, Ben Slimen, Suchentrunk&#160;and Elgaaied<em> </em>(2008a) suggest that in the case of genus <em>Lepus</em>, whose evolution is ""rapid and to some extent reticulated,"" mtDNA should only be regarded as preliminary evidence of species designation or lack thereof. Ben Slimen <em>et al</em>. (2008b) suggest that a more comprehensive examination that examines, ""a combined phylogenetic, phylogeographic, and population genetic approach,…, based on various nuclear and mitochondrial markers and including other biological characters, such as phenotypic and morphometric data,"" would better elucidate taxonomic standing of <em>Lepus</em> species (Schai-Braun and Hackländer 2018). <br/> <br/>There are currently nine recognized subspecies: <em>Lepus arcticus andersoni</em>, <em>L. a. arcticus, L. a. bangsii, L. a. banksicola, L. a. groenlandicus, L. a. hubbardi, L. a. labradorius, L. a. monstrabilis</em>, and <em>L. a. porsildi</em> (Hall 1981). It appears that some of the subspecies designations are arbitrary and actually represent clinal variation among forms (Schai-Braun and Hackländer 2018)."
41280,Lepus europaeus,ANIMALIA,CHORDATA,LAGOMORPHA,MAMMALIA,LEPORIDAE,Lepus,europaeus,,,,,"Pallas, 1778","The taxonomy of <em>Lepus europaeus </em>is still under debate. Clear distinction to other taxa is difficult due to sympatric occurrences with other <em>Lepus</em> species. The European Hare was formerly included in the Cape Hare (<em>L. capensis</em>) based on a cline in morphological characters (mainly size) from north-eastern Africa eastwards across the northern Arabian peninsula, the Middle East and northwards through Israel to Turkey (Petter 1961). A reanalysis showed a discontinuity between smaller “<em>capensis</em>” and larger “<em>europaeus</em>” running from the eastern Mediterranean coast through Iran (Ben Slimen <em>et al.</em> 2008). A study of the nuclear gene pool of the Cape Hare, the European Hare and the North African Hare, indicated that the North African Hare as well as the European Hare belong to the Cape Hare (Ben Slimen <em>et al.</em> 2005). However, a study of the mt DNA of these three groups indicated a significant degree of divergence supporting species specific designation (Ben Slimen <em>et al.</em> 2008a, 2008b). These studies show that genetic differentiation between the Cape Hare and the European Hare might be attributed to geographic distance rather than divergence. Until conclusive evidence of a single species complex is available in order to support a change in the taxonomic status of the European Hare, it remains a true species (Hackländer and Schai-Braun 2018, Schai-Braun and Hackländer 2016).<br/> <br/> There are 16 subspecies: <em>Lepus europaeus caspicus, L. e. connori, L. e. creticus, L. e. cyprius, L. e. cyrensis, L. e. europaeus, L. e. hybridus, L. e. judeae, L. e. karpathorum, L. e. medius, L. e. occidentalis, L. e. parnassius, L. e. ponticus, L. e. rhodius, L. e. syriacus</em>, and <em>L. e. transsylvanicus</em> (Hoffmann and Smith 2005). It is felt that there is considerable variability in many of these forms and that distinctions between subspecies may be arbitrary as they are mostly based on size and colour. Molecular phylogenetic studies in Spain revealed that the Cantabric population has singular mt DNA compared to other European populations (Palacios <em>et al.</em> 2004). A review of the taxonomy of this species is necessary (Hackländer and Schai-Braun 2018, Schai-Braun and Hackländer 2016)."
41288,Lepus townsendii,ANIMALIA,CHORDATA,LAGOMORPHA,MAMMALIA,LEPORIDAE,Lepus,townsendii,,,,,"Bachman, 1839","There are currently two recognized subspecies, <em>Lepus townsendii campanius</em> and <em>L. t. townsendii</em> (Hall 1981, Hoffmann and Smith 2005)."
41299,Sylvilagus floridanus,ANIMALIA,CHORDATA,LAGOMORPHA,MAMMALIA,LEPORIDAE,Sylvilagus,floridanus,,,,,"(J.A. Allen, 1890)","A systematic revision is necessary. According to Hall (1981) there are 24 recognized subspecies: <em>Sylvilagus floridanus alacer, S. f. ammophilus, S. f. aztecus, S. f. chapmani, S. f. chiapensis, S. f. cognatus, S. f. connectens, S. f. costaricensis, S. f. floridanus, S. f. hesperius, S. f. hitchensi, S. f. holzneri, S. f. hondurensis, S. f. llanensis, S. f. mallurus, S. f. mearnsii, S. f. orizabae, S. f. paulsoni, S. f. restrictus, S. f. robustus, S. f. russatus, S. f. similis, S. f. subcinctus</em>, and <em>S. f. yucatanicus</em>. <br/> <br/> Chapman, Hockman and Ojeda (1980) also includes <em>S. f. avius, S. f. continentis, S. f. cumanicus, S. f. margaritae, S. f. nelsoni, S. f. nigronuchalis, S. f. orinoci, S. f. purgatus, S. f. superciliaris</em>, and <em>S. f. valenciae</em>. <br/> <br/> The subspecies <em>S. f. cognatus</em> and <em>S. f. robustus</em> have been designated as independent species (Hoffmann and Smith 2005) since the publication of Hall (1981).</span>"
41300,Sylvilagus nuttallii,ANIMALIA,CHORDATA,LAGOMORPHA,MAMMALIA,LEPORIDAE,Sylvilagus,nuttallii,,,,,"(Bachman, 1837)","There are three recognized subspecies: <em>Sylvilagus nuttallii nuttallii, S. n. pinetis</em>, and <em>S. n. grangeri</em> (Hoffmann and Smith 2005, Beever and French 2018). It has been suggested that these three forms are sufficiently distinct to be considered independent species (Beever and French 2018)."
9561,Gulo gulo,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,MUSTELIDAE,Gulo,gulo,,,,,"(Linnaeus, 1758)","Some authors (e.g. Hall 1981) have regarded the North American Wolverine as a species,&#160;<em>Gulo luscus</em>, distinct from the Eurasian Wolverine <em>G. gulo</em>. Most recent accounts (Jones <em>et al</em>. 1992, Pasitschniak-Arts and Lariviere 1995, Wozencraft 2005) treat <em>luscus</em> as a subspecies of <em>G. gulo</em>, following Degerbol (1935) and Kurtén and Rausch (1959)."
14020,Mustela nigripes,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,MUSTELIDAE,Mustela,nigripes,,,,,"(Audubon &amp; Bachman, 1851)","Some authors have proposed that <em>M. nigripes</em> might be conspecific with Steppe Polecat&#160;<em>M. eversmanii</em> (Wozencraft 2005), but this is not a treatment generally followed."
29674,Mustela erminea,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,MUSTELIDAE,Mustela,erminea,,,,,"Linnaeus, 1758",
40784,Neovison macrodon,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,MUSTELIDAE,Neovison,macrodon,,,,,"(Prentis, 1903)","Sea Mink has been regarded as a subspecies of the American Mink <em>Neovison vison</em>, but Mead <em>et al.</em> (2000) and Wozencraft (2005) recognized it as a distinct species. Both are commonly included in&#160;<em>Mustela</em>, but were separated into&#160;<em>Neovison</em>&#160;according to Abramov (2000). Cytogenetic and biochemical data support their placement in the genus&#160;<em>Neovison</em>&#160;(Wozencraft 2005)."
41635,Mephitis mephitis,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,MEPHITIDAE,Mephitis,mephitis,,,,,"(Schreber, 1776)","While many authors have traditionally considered skunks a subfamily (Mephitinae) within Mustelidae, recent molecular evidence indicates that skunks do not lie within the mustelid family and should be recognised as a separate family, Mephitidae (Wozencraft 2005)."
41636,Spilogale putorius,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,MEPHITIDAE,Spilogale,putorius,,,,,"(Linnaeus, 1758)","<p>Based on patterns of mitochndrial DNA variation in Mustelidae (sensu lato), Dragoo and Honeycut (1997) recommended that skunks <em>Mephitis, Conepatus, Spilogale</em>&#160;and the Oriental stink badgers <em>Mydaus</em>&#160;be separated as a distinct family, Mephitidae. Subsequent mitochondrial DNA work by Marmi <em>et al</em>. (2004) and multi-gene work by Eizirik <em>et al</em>. (2010) supported the family-level recognition of the Mephitidae.<br/><br/>Although <em>Spilogale gracilis</em> has been included in <em>S. putorius</em> by some authors (e.g. Van Gelder 1959, Hall 1981,&#160;Wozencraft 1993), Mead (1968) argued that <em>S. gracilis</em> and <em>S. putorius</em> have distinct reproductive strategies (the former shows delayed implantation while the later does not) and therefore should be considered distinct species. Dragoo <em>et al</em>. (1993) assessed allozyme and mitochondrial DNA data and found that the level of genetic divergence between these two forms of <em>Spilogale</em> was similar to that observed between other well-recognised species of skunks. Jones <em>et al</em>. (1992), Baker <em>et al</em>. (2003) and Wozencraft (2005) both recognised <em>S. gracilis </em>and<em> S. putorius</em> as separate species. Similarly, Owen&#160;<em>et al.</em>&#160;(1996) examined the karyotypes of two each of&#160;<em>S. putorius interrupta</em>&#160;and&#160;<em>S. putorius tropicali</em><em>s</em>, the results of&#160;which Wozencraft (2005)&#160;stated&#160;supported the recognition of&#160;<em>S.&#160;</em><em>angustifrons&#160;</em>(containing&#160;<em>tropicali</em><em>s</em>) as a species&#160;distinct&#160;from&#160;<em>S. putorius&#160;</em>(containing&#160;<em>interrupta</em>).<br/><br/>In the residual&#160;<em>S. putorius</em>, three subspecies are recognized (Kinlaw 1995): the plains or prairie spotted skunk&#160;<em>S. p. interrupta</em>, the Allegheny or Appalachian spotted skunk <em>S. p. putorius</em>, and the Florida spotted skunk <em>S. p. ambarvalis</em>. These subspecies are found, respectively, in the central USA west of the Mississippi River, in the south-eastern USA including the southern Appalachian Mountains, and in peninsular Florida. To date, there have been no detailed intraspecies phylogenetic or phylogeographic examinations of <em>S. putorius</em> genetic variability.</p>"
41648,Martes americana,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,MUSTELIDAE,Martes,americana,,,,,"(Turton, 1806)","Before 1953, two species of marten, <em>Martes americana</em> and <em>Martes caurina</em>, were recognised in North America. Subsequently, these two polytypic forms were found to intergrade in Montana and British Columbia, and they were synonymised under <em>Martes americana</em>, which is now considered to comprise two subspecies-groups (<em>americana</em> and <em>caurina</em>). However, based on genetic data, Hicks and Carr (1997) and McGowan <em>et al.</em> (1999) suggested that the <em>caurina</em> and <em>americana</em> groups may indeed represent two distinct species. Wozencraft (2005) noted that most authorities have regarded <em>caurina</em> and <em>americana</em> as subspecies groups rather than as species."
41654,Mustela frenata,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,MUSTELIDAE,Mustela,frenata,,,,,"Lichtenstein, 1831",
41661,Neovison vison,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,MUSTELIDAE,Neovison,vison,,,,,"(Schreber, 1777)","Commonly included in <em>Mustela</em>, separated accordingly to Abramov (2000). Cytogenetic and biochemical data support placement of the American Mink and Sea Mink in the genus <em>Neovison</em> rather than in <em>Mustela</em> (Wozencraft 2005)."
41663,Taxidea taxus,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,MUSTELIDAE,Taxidea,taxus,,,,,"(Schreber, 1777)","Four subspecies have been recognized based on differences in skull size and pelage colour (Long 1972): <em>Taxidea taxus berlandieri</em>, in the southern United States; <em>T. t. jacksoni</em>, in the north-central United States and southern Ontario in Canada; <em>T. t. taxus</em>, in the Great Plains ecosystem from the United States into the prairie provinces of Canada; and <em>T. t. jeffersonii</em>, in the western United States and southern British Columbia."
41686,Procyon lotor,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,PROCYONIDAE,Procyon,lotor,,,,,"(Linnaeus, 1758)","Includes the Caribbean introduced populations of <em>gloveralleni</em>,<em> minor</em>,<em> </em>and <em>maynardi</em> after Helgen and Wilson (2003); includes <em>insularis</em> after Helgen and Wilson (2005)."
3590,Callorhinus ursinus,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,OTARIIDAE,Callorhinus,ursinus,,,,,"(Linnaeus, 1758)","The Northern Fur Seal, <em>Callorhinus ursinus</em>, (Linneaeus, 1758) is in the family Otariidae and&#160; is the only extant species within the genus <em>Callorhinus</em>. Although earlier work had suggested that more than a single species or subspecies might exist, the current belief is that there is only the one species (Rice 1998) and genetic studies suggest that they are panmictic (Dickerson <em>et al</em>. 2010). Despite the genetic history that indicates mixing, there are currently two recognized stocks of Northern Fur Seals in North America. The Eastern Pacific stock includes those Fur Seals breeding on the three primary rookeries in Alaska, the Pribilof Islands and Bogoslof Island in the Aleutian chain. The San Miguel stock includes those seals breeding on the Channel Islands and the Farallon Islands of California."
6204,Cystophora cristata,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,PHOCIDAE,Cystophora,cristata,,,,,"(Erxleben, 1777)","Morphometric and allozyme analyses, as well as molecular genetics analyses, suggest that Hooded Seals are a single panmictic population (Wiig and Lie 1984, Sundt <em>et al.</em> 1994, Coltman <em>et al.</em> 2007). Three breeding stocks are commonly recognized: Gulf of Saint Lawrence and the Front (east coast of Canada); Davis Strait; and the West Ice (north of the island of Jan Mayen) (Sergeant 1974, Lavigne and Kovacs 1988)."
8010,Erignathus barbatus,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,PHOCIDAE,Erignathus,barbatus,,,,,"(Erxleben, 1777)","Rice (1998) lists two intergrading subspecies of Bearded Seals, <em>Erignathus barbatus nauticus</em> in the Pacific Ocean and peripheral seas and <em>E. b. barbatus</em> in the Atlantic Ocean and peripheral seas.&#160;The ranges of the two putative subspecies are thought to be divided near the central Canadian Arctic in the west and the Laptev Sea in the east, with the Atlantic subspecies&#160;occurring from the central Canadian Arctic east to the central Eurasian Arctic and the Pacific subspecies&#160;occurring from the Laptev Sea east to the central Canadian Arctic, including animals in the Sea of Okhotsk (Rice 1998). However, Burns (1981) noted that the boundaries between the subspecies have never been firmly established and he considered subspecific distinction to be an open question. Geographical variation does exist in the calls of Bearded Seals across their range, suggesting some population substructure (Risch <em>et al</em>. 2007), and recent genetics studies support the recognition of two subspecies (Davis&#160;<em>et al.&#160;</em>2008)."
8239,Eumetopias jubatus,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,OTARIIDAE,Eumetopias,jubatus,,,,,"(Schreber, 1776)","In previous IUCN evaluations, Steller Sea Lions have been treated as a single species. The species was listed as two separate stocks (officially called “distinct population segments”) under the US Endangered Species Act (ESA) in 1997 based on the phylogeographic method (Loughlin 1997). Although the strongest evidence for stock separation at the time was the distribution of mtDNA haplotypes across the range, a divergence in population trend was also apparent. Phillips <em>et al.</em> (2009) published a manuscript that argued for subspecies designation for the two stocks based on morphological and genetic studies. The Society for Marine Mammalogy Committee on Taxonomy subsequently recognized two subspecies of <em>Eumetopias jubatus</em>; <em>E. j. jubatus</em> commonly known as the Western Steller Sea Lion, and <em>E. j. monteriensis, </em>commonly known as Loughlin’s Steller Sea Lion (Committee on Taxonomy 2014). The Pinniped Specialists Group has assessed the two subspecies independently. This assessment combines the assessments for the subspecies and reports the status of the entire species."
9660,Halichoerus grypus,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,PHOCIDAE,Halichoerus,grypus,,,,,"(Fabricius, 1791)","The taxonomy of the Grey Seal, <em>Halichoerus grypus,</em> has been confusing. Bonner (1981) concluded that there are three populations isolated both geographically and by timing of reproduction. Chapskii (1975) recognized the three populations as separate subspecies, <em>H. g. grypus</em> in the western North Atlantic, <em>H. g. atlantica</em> in the eastern North Atlantic, and <em>H. g. baltica</em> in the Baltic Sea.<br/> <br/> Rice (1998) recognized two subspecies, <em>H. g. grypus </em>in the western and eastern North Atlantic and <em>H. g. macrorynchus</em> in the Baltic Sea. However, Boskovic <em>et al</em>. (1996) found large differences in mtDNA between the three breeding areas, with the Baltic and east Atlantic populations much closer to one another than they were to the west Atlantic population. The Society for Marine Mammalogy recognizes two subspecies, the Western Atlantic Grey Seal (<em>H. g. grypus</em>) and the Eastern Atlantic Grey Seal (<em>H. g. macrorynchus</em>) (Committee on Taxonomy 2014). The IUCN Pinniped Specialist Group prefers the common names Northwest Atlantic Grey Seal<em></em> and Northeast Atlantic Grey Seal, and has assessed those subspecies separately. This assessment combines the subspecies assessments to evaluate the Red List status for <em>H. grypus</em> as a species."
